Time (ms),GUI.SCRN_NO,Time (ms),GUI.RENC_CLK,Time (ms),GUI.RENC_ACLK,Time (ms),GUI.RENC_SW,Time (ms),LED_CNTRL.LED_OVRRD,Time (ms),LED_CNTRL.XLED_PWM_Mode,Time (ms),LED_CNTRL.YLED_PWM_Mode,Time (ms),LED_CNTRL.ZLED_PWM_Mode,Time (ms),LED_CNTRL.XLED_state,Time (ms),LED_CNTRL.YLED_state,Time (ms),LED_CNTRL.ZLED_state,Time (ms),LED_CNTRL.TLED_OVRRD,Time (ms),LED_CNTRL.TLED_mode,Time (ms),LED_CNTRL.XLED_Brightness,Time (ms),LED_CNTRL.YLED_Brightness,Time (ms),LED_CNTRL.ZLED_Brightness,Time (ms),IMU_X_Raw.XACCEL_raw,Time (ms),IMU_X_Raw.XGYRO_raw,Time (ms),IMU_Y_Raw.YACCEL_raw,Time (ms),IMU_Y_Raw.YGYRO_raw,Time (ms),IMU_Z_Raw.ZACCEL_raw,Time (ms),IMU_Z_Raw.ZGYRO_raw,Time (ms),IMU_Temp.IMU_Temp_Raw,Time (ms),IMU_Temp.IMU_Temp_Processed,Time (ms),IMU_XACCEL_Processed.IMU_XACCEL_Processed,Time (ms),IMU_YACCEL_Processed.IMU_YACCEL_Processed,Time (ms),IMU_ZACCEL_Processed.IMU_ZACCEL_Processed,Time (ms),IMU_XGYRO_Processed.IMU_XGYRO_Processed,Time (ms),IMU_YGYRO_Processed.IMU_YGYRO_Processed,Time (ms),IMU_ZGYRO_Processed.IMU_ZGYRO_Processed,Time (ms),Roll.Roll_Accel,Time (ms),Roll.Roll_Gyro,Time (ms),Roll.Roll_CF,Time (ms),Pitch.Pitch_Accel,Time (ms),Pitch.Pitch_Gyro,Time (ms),Pitch.Pitch_CF,Time (ms),Yaw.Yaw_Accel,Time (ms),Yaw.Yaw_Gyro,Time (ms),Yaw.Yaw_CF
199323.000000,0.000000,199323.000000,0.000000,199323.000000,0.000000,199323.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,199330.000000,0.000000,193713.000000,64064.000000,193713.000000,65353.000000,193717.000000,176.000000,193717.000000,65507.000000,193717.000000,15184.000000,193717.000000,26.000000,,,,,193707.000000,2.000000,193707.000000,7.000000,193707.000000,998.000000,193711.000000,19.000000,193711.000000,119.000000,193712.000000,-53.000000,196203.000000,0.000000,196203.000000,0.000000,196203.000000,0.000000,196203.000000,0.000000,196203.000000,0.000000,196203.000000,0.000000,196203.000000,0.000000,196203.000000,0.000000,196203.000000,0.000000
199419.000000,0.000000,199419.000000,0.000000,199419.000000,0.000000,199419.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,199425.000000,0.000000,193727.000000,64064.000000,193727.000000,65352.000000,193727.000000,100.000000,193727.000000,65501.000000,193727.000000,15192.000000,193727.000000,29.000000,,,,,193717.000000,4.000000,193717.000000,5.000000,193717.000000,998.000000,193719.000000,172.000000,193719.000000,363.000000,193719.000000,100.000000,196245.000000,0.000000,196245.000000,0.000000,196245.000000,0.000000,196245.000000,0.000000,196245.000000,0.000000,196245.000000,0.000000,196248.000000,0.000000,196248.000000,0.000000,196248.000000,0.000000
199516.000000,0.000000,199516.000000,0.000000,199516.000000,0.000000,199516.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,199521.000000,0.000000,193732.000000,64128.000000,193732.000000,65349.000000,193736.000000,244.000000,193736.000000,65500.000000,193736.000000,15260.000000,193736.000000,28.000000,,,,,193728.000000,4.000000,193728.000000,1.000000,193729.000000,999.000000,193729.000000,141.000000,193729.000000,180.000000,193729.000000,192.000000,196297.000000,0.000000,196297.000000,0.000000,196297.000000,0.000000,196297.000000,0.000000,196297.000000,0.000000,196297.000000,0.000000,196298.000000,0.000000,196298.000000,0.000000,196298.000000,0.000000
199609.000000,0.000000,199609.000000,0.000000,199609.000000,0.000000,199609.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,199615.000000,0.000000,193739.000000,64128.000000,193739.000000,65349.000000,193745.000000,244.000000,193745.000000,65500.000000,193745.000000,15260.000000,193745.000000,28.000000,,,,,193736.000000,8.000000,193736.000000,9.000000,193736.000000,1003.000000,193738.000000,50.000000,193738.000000,150.000000,193739.000000,161.000000,196340.000000,0.000000,196340.000000,0.000000,196340.000000,0.000000,196341.000000,0.000000,196341.000000,0.000000,196341.000000,0.000000,196342.000000,0.000000,196342.000000,0.000000,196342.000000,0.000000
199705.000000,0.000000,199705.000000,0.000000,199705.000000,0.000000,199705.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,199711.000000,0.000000,193748.000000,64064.000000,193748.000000,65346.000000,193754.000000,132.000000,193754.000000,65501.000000,193754.000000,14988.000000,193754.000000,20.000000,,,,,193745.000000,8.000000,193745.000000,9.000000,193745.000000,1003.000000,193748.000000,50.000000,193748.000000,150.000000,193748.000000,161.000000,196391.000000,0.000000,196391.000000,0.000000,196391.000000,0.000000,196391.000000,0.000000,196391.000000,0.000000,196391.000000,0.000000,196391.000000,0.000000,196391.000000,0.000000,196391.000000,0.000000
199799.000000,0.000000,199799.000000,0.000000,199799.000000,0.000000,199799.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,199806.000000,0.000000,193760.000000,64120.000000,193760.000000,65345.000000,193764.000000,100.000000,193764.000000,65485.000000,193764.000000,15280.000000,193764.000000,20.000000,,,,,193754.000000,4.000000,193754.000000,3.000000,193754.000000,986.000000,193760.000000,-42.000000,193760.000000,180.000000,193760.000000,-83.000000,196435.000000,0.000000,196435.000000,0.000000,196435.000000,0.000000,196435.000000,0.000000,196435.000000,0.000000,196435.000000,0.000000,196438.000000,0.000000,196438.000000,0.000000,196438.000000,0.000000
199894.000000,0.000000,199894.000000,0.000000,199894.000000,0.000000,199894.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,199900.000000,0.000000,193767.000000,64100.000000,193767.000000,65340.000000,193773.000000,116.000000,193773.000000,65487.000000,193773.000000,15224.000000,193773.000000,25.000000,,,,,193764.000000,7.000000,193764.000000,1.000000,193764.000000,1004.000000,193767.000000,-73.000000,193767.000000,-308.000000,193767.000000,-83.000000,196486.000000,0.000000,196486.000000,0.000000,196486.000000,0.000000,196487.000000,0.000000,196487.000000,0.000000,196487.000000,0.000000,196487.000000,0.000000,196487.000000,0.000000,196487.000000,0.000000
199989.000000,0.000000,199989.000000,0.000000,199989.000000,0.000000,199989.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,199996.000000,0.000000,193778.000000,64100.000000,193778.000000,65340.000000,193782.000000,116.000000,193782.000000,65487.000000,193783.000000,15224.000000,193783.000000,25.000000,,,,,193773.000000,6.000000,193773.000000,2.000000,193774.000000,1001.000000,193776.000000,-225.000000,193776.000000,-247.000000,193776.000000,69.000000,196533.000000,0.000000,196533.000000,0.000000,196533.000000,0.000000,196533.000000,0.000000,196533.000000,0.000000,196533.000000,0.000000,196533.000000,0.000000,196533.000000,0.000000,196533.000000,0.000000
200086.000000,0.000000,200086.000000,0.000000,200086.000000,0.000000,200086.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,200090.000000,0.000000,193786.000000,64072.000000,193786.000000,65340.000000,193792.000000,60.000000,193792.000000,65487.000000,193792.000000,15292.000000,193792.000000,23.000000,,,,,193783.000000,6.000000,193783.000000,2.000000,193783.000000,1001.000000,193786.000000,-225.000000,193786.000000,-247.000000,193786.000000,69.000000,196583.000000,0.000000,196583.000000,0.000000,196583.000000,0.000000,196583.000000,0.000000,196583.000000,0.000000,196583.000000,0.000000,196583.000000,0.000000,196583.000000,0.000000,196583.000000,0.000000
200179.000000,0.000000,200179.000000,0.000000,200179.000000,0.000000,200179.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,200186.000000,0.000000,193796.000000,64068.000000,193796.000000,65343.000000,193802.000000,180.000000,193802.000000,65498.000000,193802.000000,15376.000000,193802.000000,21.000000,,,,,193792.000000,4.000000,193792.000000,-2.000000,193793.000000,1005.000000,193795.000000,-225.000000,193795.000000,-247.000000,193796.000000,8.000000,196628.000000,0.000000,196628.000000,0.000000,196628.000000,0.000000,196628.000000,0.000000,196628.000000,0.000000,196628.000000,0.000000,196628.000000,0.000000,196628.000000,0.000000,196628.000000,0.000000
200276.000000,0.000000,200276.000000,0.000000,200276.000000,0.000000,200276.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,200280.000000,0.000000,193805.000000,64068.000000,193805.000000,65354.000000,193811.000000,140.000000,193811.000000,65496.000000,193811.000000,15312.000000,193811.000000,27.000000,,,,,193802.000000,4.000000,193802.000000,5.000000,193802.000000,1010.000000,193805.000000,-134.000000,193805.000000,89.000000,193805.000000,-53.000000,196677.000000,0.000000,196677.000000,0.000000,196677.000000,0.000000,196677.000000,0.000000,196677.000000,0.000000,196677.000000,0.000000,196677.000000,0.000000,196677.000000,0.000000,196677.000000,0.000000
200369.000000,0.000000,200369.000000,0.000000,200369.000000,0.000000,200369.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,200375.000000,0.000000,193820.000000,64076.000000,193820.000000,65352.000000,193820.000000,208.000000,193820.000000,65505.000000,193820.000000,15216.000000,193820.000000,26.000000,,,,,193811.000000,4.000000,193812.000000,3.000000,193812.000000,1006.000000,193814.000000,202.000000,193816.000000,28.000000,193816.000000,130.000000,196722.000000,0.000000,196722.000000,0.000000,196722.000000,0.000000,196722.000000,0.000000,196722.000000,0.000000,196722.000000,0.000000,196722.000000,0.000000,196722.000000,0.000000,196722.000000,0.000000
200464.000000,0.000000,200464.000000,0.000000,200464.000000,0.000000,200464.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,200471.000000,0.000000,193829.000000,64076.000000,193829.000000,65352.000000,193830.000000,208.000000,193830.000000,65505.000000,193830.000000,15216.000000,193830.000000,26.000000,,,,,193820.000000,4.000000,193823.000000,7.000000,193823.000000,1000.000000,193823.000000,141.000000,193824.000000,302.000000,193824.000000,100.000000,196772.000000,0.000000,196772.000000,0.000000,196772.000000,0.000000,196772.000000,0.000000,196772.000000,0.000000,196772.000000,0.000000,196772.000000,0.000000,196772.000000,0.000000,196772.000000,0.000000
200559.000000,0.000000,200559.000000,0.000000,200559.000000,0.000000,200559.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,200565.000000,0.000000,193835.000000,64076.000000,193835.000000,65355.000000,193840.000000,120.000000,193840.000000,65500.000000,193840.000000,15224.000000,193840.000000,27.000000,,,,,193830.000000,4.000000,193830.000000,7.000000,193830.000000,1000.000000,193835.000000,141.000000,193835.000000,302.000000,193835.000000,100.000000,196815.000000,0.000000,196815.000000,0.000000,196815.000000,0.000000,196815.000000,0.000000,196815.000000,0.000000,196815.000000,0.000000,196817.000000,0.000000,196817.000000,0.000000,196817.000000,0.000000
200655.000000,0.000000,200655.000000,0.000000,200655.000000,0.000000,200655.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,200660.000000,0.000000,193844.000000,64184.000000,193844.000000,65353.000000,193849.000000,156.000000,193849.000000,65497.000000,193849.000000,15200.000000,193849.000000,19.000000,,,,,193840.000000,4.000000,193840.000000,2.000000,193840.000000,1001.000000,193844.000000,233.000000,193844.000000,150.000000,193844.000000,130.000000,196866.000000,0.000000,196866.000000,0.000000,196866.000000,0.000000,196866.000000,0.000000,196866.000000,0.000000,196866.000000,0.000000,196866.000000,0.000000,196866.000000,0.000000,196866.000000,0.000000
200751.000000,0.000000,200751.000000,0.000000,200751.000000,0.000000,200751.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,200756.000000,0.000000,193853.000000,64164.000000,193853.000000,65347.000000,193860.000000,124.000000,193860.000000,65493.000000,193860.000000,15200.000000,193860.000000,24.000000,,,,,193849.000000,11.000000,193849.000000,4.000000,193850.000000,999.000000,193853.000000,172.000000,193853.000000,58.000000,193853.000000,-114.000000,196913.000000,0.000000,196913.000000,0.000000,196913.000000,0.000000,196913.000000,0.000000,196913.000000,0.000000,196913.000000,0.000000,196913.000000,0.000000,196913.000000,0.000000,196913.000000,0.000000
200844.000000,0.000000,200844.000000,0.000000,200844.000000,0.000000,200844.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,200850.000000,0.000000,193862.000000,64164.000000,193862.000000,65347.000000,193869.000000,124.000000,193869.000000,65493.000000,193869.000000,15200.000000,193869.000000,24.000000,,,,,193860.000000,10.000000,193860.000000,2.000000,193860.000000,999.000000,193862.000000,-11.000000,193862.000000,-64.000000,193862.000000,39.000000,196963.000000,0.000000,196963.000000,0.000000,196963.000000,0.000000,196963.000000,0.000000,196963.000000,0.000000,196963.000000,0.000000,196963.000000,0.000000,196963.000000,0.000000,196963.000000,0.000000
200941.000000,0.000000,200941.000000,0.000000,200941.000000,0.000000,200941.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,200946.000000,0.000000,193873.000000,64176.000000,193873.000000,65339.000000,193880.000000,60.000000,193880.000000,65483.000000,193880.000000,15200.000000,193880.000000,21.000000,,,,,193869.000000,10.000000,193869.000000,2.000000,193869.000000,999.000000,193873.000000,-11.000000,193873.000000,-64.000000,193873.000000,39.000000,197006.000000,0.000000,197006.000000,0.000000,197006.000000,0.000000,197008.000000,0.000000,197008.000000,0.000000,197008.000000,0.000000,197008.000000,0.000000,197008.000000,0.000000,197008.000000,0.000000
201035.000000,0.000000,201035.000000,0.000000,201035.000000,0.000000,201035.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,201040.000000,0.000000,193881.000000,64168.000000,193881.000000,65336.000000,193887.000000,104.000000,193887.000000,65488.000000,193887.000000,15276.000000,193887.000000,21.000000,,,,,193880.000000,10.000000,193880.000000,-2.000000,193880.000000,999.000000,193881.000000,-256.000000,193881.000000,-369.000000,193881.000000,-53.000000,197056.000000,0.000000,197056.000000,0.000000,197056.000000,0.000000,197056.000000,0.000000,197056.000000,0.000000,197056.000000,0.000000,197056.000000,0.000000,197056.000000,0.000000,197056.000000,0.000000
201129.000000,0.000000,201129.000000,0.000000,201129.000000,0.000000,201129.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,201135.000000,0.000000,193892.000000,64000.000000,193892.000000,65347.000000,193896.000000,44.000000,193896.000000,65487.000000,193897.000000,15264.000000,193897.000000,11.000000,,,,,193887.000000,10.000000,193887.000000,1.000000,193888.000000,1004.000000,193891.000000,-347.000000,193891.000000,-216.000000,193891.000000,-53.000000,197101.000000,0.000000,197101.000000,0.000000,197101.000000,0.000000,197101.000000,0.000000,197101.000000,0.000000,197101.000000,0.000000,197103.000000,0.000000,197103.000000,0.000000,197103.000000,0.000000
201225.000000,0.000000,201225.000000,0.000000,201225.000000,0.000000,201225.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,201231.000000,0.000000,193901.000000,64000.000000,193901.000000,65347.000000,193906.000000,44.000000,193906.000000,65487.000000,193906.000000,15264.000000,193906.000000,11.000000,,,,,193897.000000,0.000000,193897.000000,-3.000000,193897.000000,1003.000000,193901.000000,-11.000000,193901.000000,-247.000000,193901.000000,-358.000000,197151.000000,0.000000,197151.000000,0.000000,197151.000000,0.000000,197151.000000,0.000000,197151.000000,0.000000,197151.000000,0.000000,197151.000000,0.000000,197151.000000,0.000000,197151.000000,0.000000
201321.000000,0.000000,201321.000000,0.000000,201321.000000,0.000000,201321.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,201325.000000,0.000000,193916.000000,64020.000000,193916.000000,65341.000000,193916.000000,136.000000,193916.000000,65495.000000,193916.000000,15188.000000,193916.000000,28.000000,,,,,193906.000000,0.000000,193906.000000,-3.000000,193906.000000,1003.000000,193910.000000,-11.000000,193910.000000,-247.000000,193910.000000,-358.000000,197198.000000,0.000000,197198.000000,0.000000,197198.000000,0.000000,197198.000000,0.000000,197198.000000,0.000000,197198.000000,0.000000,197198.000000,0.000000,197198.000000,0.000000,197198.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193922.000000,64012.000000,193922.000000,65353.000000,193926.000000,168.000000,193926.000000,65497.000000,193926.000000,15172.000000,193926.000000,31.000000,,,,,193916.000000,1.000000,193918.000000,3.000000,193919.000000,999.000000,193921.000000,-195.000000,193921.000000,-3.000000,193922.000000,161.000000,197249.000000,0.000000,197249.000000,0.000000,197249.000000,0.000000,197249.000000,0.000000,197249.000000,0.000000,197249.000000,0.000000,197249.000000,0.000000,197249.000000,0.000000,197249.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193928.000000,64072.000000,193928.000000,65343.000000,193935.000000,212.000000,193935.000000,65498.000000,193935.000000,15160.000000,193935.000000,24.000000,,,,,193926.000000,0.000000,193926.000000,5.000000,193926.000000,998.000000,193928.000000,172.000000,193928.000000,58.000000,193928.000000,253.000000,197291.000000,0.000000,197291.000000,0.000000,197291.000000,0.000000,197291.000000,0.000000,197291.000000,0.000000,197291.000000,0.000000,197293.000000,0.000000,197293.000000,0.000000,197293.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193939.000000,64072.000000,193939.000000,65343.000000,193944.000000,212.000000,193944.000000,65498.000000,193944.000000,15160.000000,193944.000000,24.000000,,,,,193935.000000,4.000000,193935.000000,7.000000,193935.000000,997.000000,193939.000000,-134.000000,193939.000000,89.000000,193939.000000,39.000000,197343.000000,0.000000,197343.000000,0.000000,197343.000000,0.000000,197343.000000,0.000000,197343.000000,0.000000,197343.000000,0.000000,197343.000000,0.000000,197343.000000,0.000000,197343.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193948.000000,64080.000000,193948.000000,65349.000000,193955.000000,168.000000,193955.000000,65496.000000,193955.000000,15136.000000,193955.000000,27.000000,,,,,193945.000000,4.000000,193945.000000,7.000000,193945.000000,997.000000,193947.000000,-134.000000,193948.000000,89.000000,193948.000000,39.000000,197385.000000,0.000000,197385.000000,0.000000,197385.000000,0.000000,197385.000000,0.000000,197385.000000,0.000000,197385.000000,0.000000,197388.000000,0.000000,197388.000000,0.000000,197388.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193957.000000,64224.000000,193957.000000,65353.000000,193963.000000,68.000000,193963.000000,65503.000000,193963.000000,15188.000000,193963.000000,26.000000,,,,,193955.000000,5.000000,193955.000000,5.000000,193955.000000,995.000000,193957.000000,50.000000,193957.000000,28.000000,193957.000000,130.000000,197436.000000,0.000000,197436.000000,0.000000,197436.000000,0.000000,197436.000000,0.000000,197436.000000,0.000000,197436.000000,0.000000,197437.000000,0.000000,197437.000000,0.000000,197437.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193968.000000,64160.000000,193968.000000,65350.000000,193973.000000,104.000000,193973.000000,65498.000000,193973.000000,15224.000000,193973.000000,20.000000,,,,,193963.000000,13.000000,193963.000000,-1.000000,193963.000000,999.000000,193966.000000,172.000000,193966.000000,241.000000,193966.000000,100.000000,197482.000000,0.000000,197482.000000,0.000000,197482.000000,0.000000,197482.000000,0.000000,197482.000000,0.000000,197482.000000,0.000000,197483.000000,0.000000,197483.000000,0.000000,197483.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193977.000000,64160.000000,193977.000000,65350.000000,193982.000000,104.000000,193982.000000,65498.000000,193982.000000,15224.000000,193982.000000,20.000000,,,,,193973.000000,10.000000,193973.000000,1.000000,193973.000000,1001.000000,193976.000000,80.000000,193977.000000,89.000000,193977.000000,-83.000000,197532.000000,0.000000,197532.000000,0.000000,197532.000000,0.000000,197532.000000,0.000000,197532.000000,0.000000,197532.000000,0.000000,197532.000000,0.000000,197532.000000,0.000000,197532.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193987.000000,64064.000000,193987.000000,65341.000000,193991.000000,12.000000,193991.000000,65494.000000,193991.000000,15148.000000,193991.000000,26.000000,,,,,193982.000000,10.000000,193982.000000,1.000000,193983.000000,1001.000000,193987.000000,80.000000,193987.000000,89.000000,193987.000000,-83.000000,197575.000000,0.000000,197575.000000,0.000000,197575.000000,0.000000,197575.000000,0.000000,197575.000000,0.000000,197575.000000,0.000000,197578.000000,0.000000,197578.000000,0.000000,197578.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193995.000000,64092.000000,193995.000000,65339.000000,194001.000000,88.000000,194001.000000,65488.000000,194001.000000,15228.000000,194001.000000,27.000000,,,,,193992.000000,4.000000,193992.000000,-5.000000,193992.000000,996.000000,193995.000000,-195.000000,193995.000000,-33.000000,193995.000000,100.000000,197627.000000,0.000000,197627.000000,0.000000,197627.000000,0.000000,197627.000000,0.000000,197627.000000,0.000000,197627.000000,0.000000,197627.000000,0.000000,197627.000000,0.000000,197627.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194011.000000,63920.000000,194011.000000,65343.000000,194011.000000,124.000000,194011.000000,65491.000000,194011.000000,15196.000000,194011.000000,27.000000,,,,,194001.000000,5.000000,194001.000000,0.000000,194001.000000,1001.000000,194005.000000,-256.000000,194005.000000,-216.000000,194005.000000,130.000000,197671.000000,0.000000,197671.000000,0.000000,197671.000000,0.000000,197671.000000,0.000000,197671.000000,0.000000,197671.000000,0.000000,197673.000000,0.000000,197673.000000,0.000000,197673.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194017.000000,63988.000000,194017.000000,65340.000000,194021.000000,40.000000,194021.000000,65490.000000,194021.000000,15232.000000,194021.000000,25.000000,,,,,194011.000000,-5.000000,194013.000000,2.000000,194013.000000,999.000000,194014.000000,-134.000000,194014.000000,-125.000000,194014.000000,130.000000,197722.000000,0.000000,197722.000000,0.000000,197722.000000,0.000000,197722.000000,0.000000,197722.000000,0.000000,197722.000000,0.000000,197722.000000,0.000000,197722.000000,0.000000,197722.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194023.000000,63988.000000,194023.000000,65340.000000,194031.000000,40.000000,194031.000000,65490.000000,194031.000000,15232.000000,194031.000000,25.000000,,,,,194021.000000,-1.000000,194021.000000,-3.000000,194021.000000,1001.000000,194023.000000,-225.000000,194023.000000,-155.000000,194023.000000,69.000000,197766.000000,0.000000,197766.000000,0.000000,197766.000000,0.000000,197766.000000,0.000000,197766.000000,0.000000,197766.000000,0.000000,197768.000000,0.000000,197768.000000,0.000000,197768.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194033.000000,63972.000000,194033.000000,65350.000000,194040.000000,76.000000,194040.000000,65486.000000,194040.000000,15164.000000,194040.000000,22.000000,,,,,194031.000000,-1.000000,194031.000000,-3.000000,194031.000000,1001.000000,194033.000000,-225.000000,194033.000000,-155.000000,194033.000000,69.000000,197816.000000,0.000000,197816.000000,0.000000,197816.000000,0.000000,197816.000000,0.000000,197816.000000,0.000000,197816.000000,0.000000,197816.000000,0.000000,197816.000000,0.000000,197816.000000,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194043.000000,64100.000000,194043.000000,65350.000000,194049.000000,240.000000,194049.000000,65496.000000,194049.000000,15220.000000,194049.000000,24.000000,,,,,194040.000000,-2.000000,194040.000000,-1.000000,194040.000000,997.000000,194042.000000,80.000000,194042.000000,-277.000000,194042.000000,-22.000000,197862.000000,0.000000,197862.000000,0.000000,197862.000000,0.000000,197862.000000,0.000000,197862.000000,0.000000,197862.000000,0.000000,197862.000000,0.000000,197862.000000,0.000000,197862.000000,0.000000
